栏目,发布时间,标题,来源媒体,摘要,URL,情感,置信度
证券要闻,2025-08-28 19:29:29,40家北交所公司接受机构调研,证券时报网,根据调研日期截止日统计，近一个月（7月29日至8月28日），共有40家北交所公司获机构调研，其中，纳科诺尔最受关注，参与调研的机构有114家。证券时报·数据宝统计显示，近一个月共有40家北交所公司获机构调研，调研机构类型显示，券商共对39家公司进行调研；基金调研29家；阳光私募调研27家；保险调研20家；海外机构调研6家。,"http://finance.eastmoney.com/news/1353,202508283498186472.html",positive (stars 4 and 5),0.8716861605644226
证券要闻,2025-08-28 19:29:15,北交所成交活跃股排行榜,证券时报网,8月28日，北交所个股合计成交量12.72亿股，成交额305.32亿元，成交额相对上一交易日减少32.30亿元，个股来看，收盘上涨的共152只。证券时报·数据宝统计显示，今日可交易北交所个股中，收盘股价上涨的有152只，占可交易个股的55.68%，收盘涨停的有舜宇精工等，收盘涨幅居前的有巴兰仕、凯腾精工、则成电子，分别上涨205.13%、15.91%、12.22%。,"http://finance.eastmoney.com/news/1353,202508283498182146.html",positive (stars 4 and 5),0.8911741375923157
证券要闻,2025-08-28 19:22:28,全球产业变局下 创新动能何以“破局”？2025沙利文投资大会沪上启幕 解码“AI+HI”转型路径与50年产业趋势,华夏时报,百年变局下全球经济重构提速，新质生产力驱动产业深层变革。在此背景下，8月27日，由弗若斯特沙利文（Frost&Sullivan，下称“沙利文”）主办、头豹协办的2025第十九届沙利文全球增长、科创与领导力峰会暨第四届新投资大会（下称“大会”）在上海正式启幕。,"http://finance.eastmoney.com/news/1353,202508283498514641.html",positive (stars 4 and 5),0.8553916811943054
证券要闻,2025-08-28 19:15:39,8股获社保基金增持均超千万股,人民财讯,人民财讯8月28日电，作为风格稳健的长期机构投资者，社保基金持有的重仓股备受市场关注。据证券时报·数据宝统计，截至8月28日收盘，公布半年报公司中，社保基金最新出现在425股前十大流通股东榜。调仓动向方面，二季度社保基金新进108股、增持108股、减持111股，社保基金持股量保持不变的有98股。社保基金增持的个股中，8股获社保基金增持均超千万股。,"http://finance.eastmoney.com/news/1353,202508283498174051.html",positive (stars 4 and 5),0.8663608431816101
证券要闻,2025-08-28 19:12:27,主力资金 | 尾盘出手，17股获主力资金净流入均超1亿元,数据宝,6个行业获主力资金净流入。据证券时报·数据宝统计，今日（8月28日）沪深两市主力资金净流出389.74亿元，其中创业板净流出205.32亿元，沪深300成份股净流出41.18亿元。行业板块方面，申万一级22个行业上涨，通信行业大涨，达7.14%。电子行业涨5.53%，国防军工和计算机行业均涨超2%，非银金融、有色金属、建筑材料、电力设备和机械设备等行业跟涨。,"http://finance.eastmoney.com/news/1353,202508283498168093.html",positive (stars 4 and 5),0.791603147983551
证券要闻,2025-08-28 19:11:58,揭秘涨停 | 光通信概念多股涨停,数据宝,今日（8月28日）A股市场收盘共66股涨停，剔除掉8只ST板块个股后58股涨停，25股封板未遂，整体封板率为72.53%。涨停战场：天普股份封单资金超10亿元从收盘涨停板封单量来看，兆新股份封单量最高，有71.68万手；其次是德创环保、岩山科技、天普股份，涨停板封单量分别为39.41万手、39.29万手、24.74万手。,"http://finance.eastmoney.com/news/1353,202508283498171929.html",positive (stars 4 and 5),0.7880560755729675
证券要闻,2025-08-28 18:57:08,半导体板块 集体拉升,中国基金报,【导读】半导体板块继续拉升港股三大指数今日齐跌，南向资金净卖出约205亿港元。8月28日，恒生指数下跌0.81%，恒生科技指数下跌0.94%，恒生中国企业指数下跌1.15%。美团重挫超12%，大型科网股继续下跌，拖累指数表现。半导体板块拉升，保险板块走强。美团重挫，二季度净利下滑89%今日，美团股价重挫，截至收盘，下跌12.55%，成交额达到321.79亿港元。,"http://finance.eastmoney.com/news/1353,202508283498148877.html",positive (stars 4 and 5),0.7189878821372986
证券要闻,2025-08-28 18:56:54,界面晚报 | 重大职务犯罪嫌疑人梁小菲被遣返回国；中方贸易谈判代表将赴美,界面新闻,重大职务犯罪嫌疑人梁小菲被遣返回国梁小菲系广西莱德投资有限公司实际控制人、监察机关在办重大职务犯罪案件重要涉案人，涉嫌共同职务犯罪和洗钱犯罪，涉案金额巨大，2023年外逃。近日，中方通过国际执法合作，提请外方执法机关将其抓获并遣返。,"http://finance.eastmoney.com/news/1353,202508283498479922.html",positive (stars 4 and 5),0.6235416531562805
证券要闻,2025-08-28 18:51:27,港股28日跌0.81% 收报24998.82点,新华社,新华社香港8月28日电香港恒生指数28日跌202.94点，跌幅0.81%，收报24998.82点。全日主板成交3914.88亿港元。国企指数跌103.33点，收报8916.93点，跌幅1.15%。恒生科技指数跌53.51点，收报5644.02点，跌幅0.94%。,"http://finance.eastmoney.com/news/1354,202508283498436658.html",positive (stars 4 and 5),0.7001881003379822
证券要闻,2025-08-28 18:50:26,沪指V型反转，科技引领风骚,界面新闻,2025年8月28日，A股市场宛如一场精彩纷呈的大戏，各指数走势跌宕起伏，最终以令人瞩目的V型反转收盘，为投资者们带来了一场心跳加速的体验。截止收盘，上证指数涨1.14%，创业板指涨3.82%，科创50指数一马当先，单日暴涨7.23%，创下三年来的新高，成为引领市场的先锋力量。科技板块大放异彩半导体板块一马当先，成为市场的耀眼明星。,"http://finance.eastmoney.com/news/1353,202508283498480619.html",positive (stars 4 and 5),0.9184476137161255
证券要闻,2025-08-28 18:45:28,南向资金追踪｜创纪录单日卖出逾204亿港元 抛售盈富基金减持腾讯和小米,财联社,财联社8月28日讯据Wind数据显示，南向资金今日成交约2098.47亿港元，较前一日继续放量约190亿；约为今日恒指成交总额的53.60%，占比保持在5成左右的常规水平。值得关注的是，港股今日继续放量收跌，南向资金也大举甩货，全天净卖出约204.41亿港元，刷新单日卖出历史纪录。其中，沪港股通净流出约132.97亿港元，深港股通净流出约71.44亿港元。,"http://finance.eastmoney.com/news/1354,202508283498138177.html",positive (stars 4 and 5),0.9105416536331177
证券要闻,2025-08-28 18:45:25,晚间公告丨8月28日这些公告有看头,第一财经,【观业绩】中芯国际：上半年净利润同比增长35.6%中芯国际公告，今年上半年收入44.56亿美元，同比增长22%；净利润3.2亿美元，同比增长35.6%。顺丰控股：上半年净利润57.38亿元，同比增长19.37%顺丰控股在港交所公告，2025年上半年营收1468.58亿元，同比增长9.26%；净利润57.38亿元，同比增长19.37%。,"http://finance.eastmoney.com/news/1353,202508283498138563.html",positive (stars 4 and 5),0.8831146359443665
证券要闻,2025-08-28 18:43:17,银行“二永债”发行再加速 7月来新发规模近3000亿,21世纪经济报道,步入下半年，“二永债”发行再度提速，7月以来全市场新发规模已达2972亿元。今年，银行资本补充需求加速释放，而中小银行表现尤为活跃。企业预警通数据显示，截至8月28日发稿，近两个月内已有超过22家商业银行通过发行二级资本债或永续债（下称二永债）来补充资本。发行主体类型来看，虽然国有银行在二永债的单笔发行规模上仍占据主导地位，但中小银行的发行个券只数正不断攀升。,"http://finance.eastmoney.com/news/1354,202508283498133026.html",positive (stars 4 and 5),0.8849020004272461
证券要闻,2025-08-28 17:40:34,中芯国际：上半年净利润同比增长35.6%,第一财经,【中芯国际：上半年净利润同比增长35.6%】中芯国际公告，今年上半年收入44.56亿美元，同比增长22%；净利润3.2亿美元，同比增长35.6%。,"http://finance.eastmoney.com/news/1345,202508283498058637.html",positive (stars 4 and 5),0.8951795697212219
证券要闻,2025-08-28 18:37:08,瑞银预计：2039年前后中国自动驾驶出租车需求或达400万辆,中国新闻网,中新社北京8月28日电(记者庞无忌)瑞银投资银行中国汽车行业研究主管巩旻28日在一场线上媒体分享会上表示，当无人驾驶(或自动驾驶)出租车全面普及时，它将是一个巨大的产业。据该机构预测，到本世纪30年代初，中国一线城市有望组建30万辆自动驾驶出租车队，到2039年前后，全国自动驾驶出租车车队需求或达400万辆。中国各大城市纷纷推出试点，民众在武汉等地能打到无人驾驶出租车。,"http://finance.eastmoney.com/news/1353,202508283498545497.html",positive (stars 4 and 5),0.8587628602981567
证券要闻,2025-08-28 18:36:31,锂电行业上半年业绩加速分化 “反内卷”有望重塑竞争格局,证券时报网,2025年上半年，锂电行业阶段性供需错配仍在持续，原材料价格震荡下行，产业链业绩整体承压。而在日益激烈的市场竞争下，行业洗牌加速，业内企业呈现出明显的业绩分化，细分赛道正在酝酿全新的竞争格局。在产业链上游，锂价波动进一步挑战盈利水平，资源自给率及成本控制能力成为业绩分水岭。,"http://finance.eastmoney.com/news/1354,202508283498122887.html",positive (stars 4 and 5),0.8398277759552002
证券要闻,2025-08-28 18:35:15,【数据看盘】大分歧！机构、游资激烈博弈多只算力、芯片股,财联社,沪深股通今日合计成交3938.09亿，其中寒武纪和中际旭创分居沪股通和深股通个股成交额首位。板块主力资金方面，电子板块主力资金净流入居首。ETF成交方面，双创50ETF(159783)成交额环比增长447%。期指持仓方面，IF合约空头减仓数量大于多头。,"http://finance.eastmoney.com/news/1354,202508283498121231.html",positive (stars 4 and 5),0.7496843338012695
证券要闻,2025-08-28 18:34:48,DeepSeek V3.1引爆算力板块 浙江大学人工智能研究所副所长郑小林：自主AI生态重在“软硬协同”,财联社,"财联社8月28日讯（记者郭松峤）“在国产算力受限的当下，更需通过MoE模型优化、模型智能调度等技术，挖掘现有算力潜力。”浙江大学计算机学院教授、博士生导师,浙江大学人工智能研究所副所长郑小林对财联社记者表示。8月28-30日，2025中国国际大数据产业博览会在贵州贵阳举办，围绕AI技术创新、大模型安全等核心议题，郑小林接受财联社记者采访。","http://finance.eastmoney.com/news/1353,202508283498414579.html",positive (stars 4 and 5),0.8597180843353271
证券要闻,2025-08-28 18:14:12,数据复盘丨电子、通信等行业走强 90股获主力资金净流入超1亿元,证券时报网,8月28日，上证指数、深证成指早盘冲高回落，午后探底回升，尾盘加速上扬；创业板指早盘冲高回落，午后一度回落，随后再度上扬；科创50指数早盘震荡上扬，临近午盘有所回落，午后一度回落，随后再度上扬。,"http://finance.eastmoney.com/news/1354,202508283498099074.html",positive (stars 4 and 5),0.861723005771637
证券要闻,2025-08-28 18:13:28,A股V型反弹，科创50涨超7%！寒武纪正式问鼎“股王”，“易中天”续创新高,红星资本局,红星资本局8月28日消息，今日A股市场午后V型反弹，截至收盘，沪指涨1.14%，深证成指涨2.25%，创业板指涨3.82%，北证50涨0.26%，科创50大涨7.23%。沪深京三市全天成交额再度站上3万亿，达30009亿元，较上日缩量1969亿元。全市场超2800只个股上涨。,"http://finance.eastmoney.com/news/1354,202508283498099354.html",positive (stars 4 and 5),0.8002057671546936
证券要闻,2025-08-28 17:50:33,【财经分析】透视2025中国民企500强榜单背后：入围门槛提高 发展方式转变 创新活力更强,新华财经,2025中国民营企业500强榜单28日在辽宁沈阳发布。透过这份充分展示民营经济发展成就的榜单可以窥见，中国民营企业的质量、效益和核心竞争力正在进一步增强。入围门槛提高质效持续提升今年，全国工商联组织开展第27次上规模民营企业调研，共有6379家2024年营业收入10亿元以上的企业参加，其中营业收入前500位的企业为2025中国民营企业500强。,"http://finance.eastmoney.com/news/1353,202508283498072439.html",positive (stars 4 and 5),0.7560031414031982
证券要闻,2025-08-28 17:39:11,多家银行宣布：下调！,证券时报,近期，多家中小银行宣布下调人民币存款利率，降幅达10到20个基点。近日，江苏银行、南京银行等多家银行宣布调整3年期定期存款利率。南京银行北京某支行工作人员：上周五，三年（期存款利率）1.85%调成1.75%了。江苏银行北京某支行工作人员：三年（期存款利率）1.75%，之前三年（期存款利率）是1.85%，是上周三降的。,"http://finance.eastmoney.com/news/1353,202508283498060440.html","negative (stars 1, 2 and 3)",0.6286481618881226
证券要闻,2025-08-28 17:27:55,沙利文报告：预计到2028年金融大模型市场规模将增至52.6亿元,上海证券报·中国证券网,上证报中国证券网讯（记者黄坤）近日，沙利文在2025第十九届沙利文全球增长、科创与领导力峰会暨第四届新投资大会上发布《AI赋能千行百业白皮书》（下称：白皮书）。该白皮书称，AI已广泛赋能各行各业，作为目前大模型渗透率最高的行业，2023年金融大模型市场规模约为15.9亿元，预计到2028年将增至52.6亿元。,"http://finance.eastmoney.com/news/1353,202508283498487047.html",positive (stars 4 and 5),0.9203485250473022
证券要闻,2025-08-28 17:20:11,全球表现最佳的主权财富基金：减持美国股票，更看好欧股表现,财联社,财联社8月28日讯全球表现最佳的主权财富基金——新西兰超级年金基金（NewZealandSuperannuationFund）正押注欧洲股市未来十年将优于美国股市。数据平台GlobalSWF显示，新西兰超级基金自2003年成立以来，一直是过去10年和20年间表现最好的主权财富基金，年化回报率超过10%。,"http://finance.eastmoney.com/news/1353,202508283498047258.html",positive (stars 4 and 5),0.9362324476242065
证券要闻,2025-08-28 15:13:52,寒武纪收盘价逼近1600元 再次“称王”反超茅台近142元！,第一财经,【寒武纪收盘价逼近1600元 再次“称王”反超贵州茅台近142元！】继前一天仅短暂20分钟“称王”后，8月28日，寒武纪与贵州茅台的“股王”争夺赛持续上演，在早盘竞逐一个小时左右后，寒武纪股价再度超越贵州茅台，并通过不断拉开股价差距，于当日坐稳A股第一股价宝座。,"http://finance.eastmoney.com/news/1354,202508283497914259.html",positive (stars 4 and 5),0.765447199344635
证券要闻,2025-08-28 17:05:06,影响市场重大事件：工信部印发《关于优化业务准入促进卫星通信产业发展的指导意见》 针对低轨卫星通信应用适时开展商用试验,每日经济新闻,影响市场重大事件：工信部印发《关于优化业务准入促进卫星通信产业发展的指导意见》 针对低轨卫星通信应用适时开展商用试验,"http://finance.eastmoney.com/news/1353,202508283498488932.html","negative (stars 1, 2 and 3)",0.538978099822998
证券要闻,2025-08-28 17:02:39,【每日收评】午后市场再现“V”反弹，科创50指数涨超7% 寒武纪、中芯国际双双创下历史新高,财联社,财联社8月28日讯，市场午后V型反弹，三大指数全线收红，科创50指数涨超7%，寒武纪、中芯国际双双创历史新高。沪深两市全天成交额2.97万亿，较上个交易日缩量1948亿。盘面上，市场热点集中在算力和芯片方向，个股涨多跌少，全市场超2800只个股上涨。从板块来看，CPO等算力硬件股维持强势，天孚通信等多股续创历史新高。芯片股集体大涨，张江高科等10余股涨停。,"http://finance.eastmoney.com/news/1353,202508283498023616.html",positive (stars 4 and 5),0.8903597593307495
证券要闻,2025-08-28 17:01:57,10亿元金融赋能计划落地 加速新能源资产价值释放,上海证券报·中国证券网,为推动新能源产业发展，加大对新能源资产的投资支持，8月28日，朗新科技集团在江苏无锡举办“链上金融资源，共创能源资产新未来”行业交流会，蚂蚁数科、民生银行、海通恒信等金融机构代表共同参与，现场发布规模约10亿元的“金融赋能新能源资产行动”。该计划包括多种金融模式，旨在拓展新能源资产融资渠道、提升资产运营效率，为能源体系低碳转型提供实体支持。,"http://finance.eastmoney.com/news/1353,202508283498021249.html",positive (stars 4 and 5),0.6871447563171387
证券要闻,2025-08-28 16:59:24,港股创新药 熄火了吗？,财联社,近几日，港股创新药板块持续调整。据Wind行情数据显示，恒生创新药指数在短线4连跌后，已从此前的年内高点回调近10%。这也逐渐引发了市场对创新药行情短期见顶的担忧。而结合本周港股走势来看，创新药板块也确实成为场内“砸盘”的主要力量。截至8月28日收盘，多只个股5日跌幅均已达两位数以上，此外百济神州(06160.HK)、康方生物(09926.HK)等明星龙头股也都高位滞涨。,"http://finance.eastmoney.com/news/1354,202508283498020265.html",positive (stars 4 and 5),0.7521457672119141
证券要闻,2025-08-28 16:53:00,卖科技 买金融？资金用脚投票 投资者该如何应对,界面新闻,对于当前科技主线是否过于高估这件事，市场的争论就一直没停过。即使是拥有丰富经验的机构投资者，在面对“寒王”市值超越茅台，估值来到4000倍的时候，也产生了分歧。一部分观点认为，前期涨幅较高的板块依旧有较好的上行空间；另一部分观点则认为，涨幅过高的板块存在短期回撤的风险，新入场的资金应该寻求低估值的板块。这也很好理解，毕竟在以前谁见过这阵仗。,"http://finance.eastmoney.com/news/1353,202508283498489562.html",positive (stars 4 and 5),0.9683035016059875
证券要闻,2025-08-28 16:42:27,中金公司助力佳鑫国际资源在香港联交所主板、阿斯塔纳国际交易所“一带一路”板同步上市,证券日报,本报讯（记者周尚伃）8月28日，佳鑫国际资源投资有限公司（以下简称“佳鑫国际资源”）正式在香港联交所主板、哈萨克斯坦阿斯塔纳国际交易所（AIX）“一带一路”板同步上市，绿鞋前发行规模1.53亿美元，绿鞋后发行规模1.76亿美元（假设绿鞋全额行使）。中金公司担任本项目的独家保荐人、整体协调人、联席全球协调人、联席账簿管理人及联席牵头经办人。,"http://finance.eastmoney.com/news/1354,202508283498001826.html",positive (stars 4 and 5),0.7735027074813843
证券要闻,2025-08-28 16:41:06,多家银行宣布：下调！,央视财经,近期，多家中小银行宣布下调人民币存款利率，降幅达10到20个基点。近日，江苏银行、南京银行等多家银行宣布调整3年期定期存款利率。南京银行北京某支行工作人员：上周五，三年（期存款利率）1.85%调成1.75%了。江苏银行北京某支行工作人员：三年（期存款利率）1.75%，之前三年（期存款利率）是1.85%，是上周三降的。,"http://finance.eastmoney.com/news/1353,202508283497996445.html","negative (stars 1, 2 and 3)",0.6286481618881226
证券要闻,2025-08-28 16:39:40,两家AMC已披露半年报，国资巨头新增收购不良资产266亿，深挖中小银行改革化险机会,财联社,财联社8月28日讯部分AMC已披露上半年的成绩单。8月27日晚，中国信达资产管理股份有限公司（简称“中国信达”）发布2025年半年报。上半年，中国信达的不良资产主业实现收入184.91亿元，其拓展不良资产收购渠道，参与多个重点领域风险防范化解，特别是深挖中小金融机构改革化险的机会。其他AMC中，中国中信金融资产管理股份有限公司（简称“中信金融资产”）发布了半年业绩预告。,"http://finance.eastmoney.com/news/1353,202508283497996851.html",positive (stars 4 and 5),0.7408735752105713
证券要闻,2025-08-28 16:31:36,收盘价1587.91元/股！寒武纪正式问鼎A股“第一高价股”,央广财经,央广网北京8月28日消息（记者牛谷月）A股“第一高价股”正式易主。经过连续两日的竞逐，截至8月28日收盘，AI芯片公司寒武纪-U（688256.SH）凭借1587.91元/股的收盘价，超过贵州茅台（600519.SH），以141.81元的价差正式问鼎A股“第一高价股”。,"http://finance.eastmoney.com/news/1353,202508283497986331.html",positive (stars 4 and 5),0.908709704875946
证券要闻,2025-08-28 16:31:25,美股最新评级 |交银国际维持拼多多买入评级 目标价150美元,财联社,财联社8月28日讯以下为各家券商对美股的最新评级和目标价：交银国际维持拼多多（PDD.O）买入评级，目标价150美元：交银国际上调拼多多2025年利润预期4%，因2季度利润好于预期，利息收益及营销开支优于预期。尽管收入增速放缓至7%，但广告收入同比增长13%，与预期一致，佣金收入受TEMU全托管业务收缩和商家扶持计划影响增速放缓。,"http://finance.eastmoney.com/news/1353,202508283497986141.html",positive (stars 4 and 5),0.9033871293067932
证券要闻,2025-08-28 16:31:21,寒武纪，新股王！PCB龙头，历史新高,中国证券报,今日，A股市场午后V型反转，创业板指领涨，超2800只个股上涨。寒武纪、中芯国际双双创历史新高。其中，寒武纪涨超15%，股价突破1500元，收盘报1587.91元/股，超过贵州茅台1446.1元/股的收盘价，成为A股新股王。,"http://finance.eastmoney.com/news/1353,202508283497984639.html",positive (stars 4 and 5),0.8962755799293518
证券要闻,2025-08-28 16:24:24,寒武纪正式登上“股王”宝座！AI产业链股票掀起涨停潮,证券时报网,今日（8月28日），A股市场资金分歧较大。在昨日急剧回调的情况下，大盘在盘初有所反弹，但随后再次呈现出快速下杀走势，上证指数盘中一度跌超1%。午后，在科技股拉升带动下，A股主要股指持续反弹，上证指数上涨超1%，深证成指涨超2%，创业板指涨近4%。值得一提的是，在科技股行情带动下，创业板的成交额近期显著攀升。,"http://finance.eastmoney.com/news/1345,202508283497974913.html",positive (stars 4 and 5),0.7100625038146973
证券要闻,2025-08-28 16:21:52,超2800股上涨！,国际金融报,8月28日，A股三大指数集体上涨。截至收盘，上证指数涨1.14%，深证成指涨2.25%，创业板指涨3.82%，北证50涨0.26%，科创50指数涨7.23%。全市场超2800只个股上涨。沪深京三市全天成交额30009亿元，较上日缩量1969亿元。板块题材上，铜缆高速连接、CPO、光刻机、卫星通信、半导体等科技板块领涨；种植业、创新药、白酒、教育、猪肉板块跌幅居前。,"http://finance.eastmoney.com/news/1353,202508283498516352.html",positive (stars 4 and 5),0.8855035305023193
证券要闻,2025-08-28 16:21:06,A股尾盘冲高，超2800股上涨，科创50涨超7%，寒武纪创新高成新股王,21世纪经济报道,8月28日，A股尾盘冲高，截至收盘，沪指涨超1%，深证成指涨超2%，创业板大涨近4%。全市场超2800个股上涨。从板块来看，CPO等算力硬件股维持强势，天孚通信等多股续创历史新高。消息面上，近期创业板综（399102）成分股新易盛、中际旭创陆续公布2025年上半年业绩。,"http://finance.eastmoney.com/news/1353,202508283497969832.html",positive (stars 4 and 5),0.8492385745048523
证券要闻,2025-08-28 16:17:37,中央汇金新动向披露！加仓白酒ETF 机构关注白酒机会,上海证券报,【中央汇金新动向披露！加仓白酒ETF 机构关注白酒机会】根据最新披露的公募基金2025年中期报告，今年上半年，中央汇金通过单一资产管理计划加仓了白酒和化工等ETF。,"http://finance.eastmoney.com/news/1345,202508283497967125.html",positive (stars 4 and 5),0.7924970388412476
证券要闻,2025-08-28 16:10:07,长江证券首席经济学家伍戈：广义“基本面”正在强于传统狭义“基本面”,上海证券报·中国证券网,上证报中国证券网讯近期资本市场的风险偏好持续抬升，并与高频经济数据显著异步。这一现象引发了讨论：在充斥诸多宏观叙事的当下，实体经济基本面已经不再像过去那样重要了吗？长江证券首席经济学家伍戈最新观点认为，资本市场隐含的风险偏好已不限于宏观经济内部形势，还与科技、“反内卷”等外生变化关联。市场定价不仅包含传统经济基本面，还涵盖国际经贸秩序重构和国内资本市场制度改革等要素。,"http://finance.eastmoney.com/news/1353,202508283498495360.html",positive (stars 4 and 5),0.9424902200698853
证券要闻,2025-08-28 15:00:56,创业板指涨近4%、科创50指数涨超7% 科技龙头持续走强,东方财富Choice数据,【收盘播报】沪指涨1.14%，深证成指涨2.25%，创业板指涨3.82%，科创50指数涨7.23%。成交额接近3万亿，科技龙头持续走强，中芯国际、寒武纪、胜宏科技、中际旭创、工业富联等创历史新高。,"http://finance.eastmoney.com/news/1345,202508283497906583.html",positive (stars 4 and 5),0.7523571252822876
证券要闻,2025-08-28 16:05:55,2分钟看懂算力板块为何狂飙 AI智能体成下一爆发点,央视财经,【2分钟看懂算力板块为何狂飙 AI智能体成下一爆发点】最近，A股市场上算力板块涨势如虹，产业关注度又创新高，记者从最近召开的2025中国算力大会带回3个产业发展趋势，看看算力到底为什么狂飙。,"http://finance.eastmoney.com/news/1353,202508283497953488.html",positive (stars 4 and 5),0.928621232509613
证券要闻,2025-08-28 16:04:16,66只股涨停 最大封单资金10.61亿元,证券时报网,截至收盘，上证指数报收3843.60点，上涨1.14%；深证成指收于12571.37点，上涨2.25%；创业板指上涨3.82%；科创50指数上涨7.23%。不含当日上市新股，今日可交易A股中，上涨个股有2867只，占比52.94%，下跌个股有2402只，平盘个股147只。其中，收盘股价涨停的有66只，跌停股有10只。,"http://finance.eastmoney.com/news/1353,202508283497953555.html",positive (stars 4 and 5),0.7785754203796387
证券要闻,2025-08-28 16:04:05,今日676只个股突破五日均线,证券时报网,证券时报·数据宝统计，截至今日下午收盘，上证综指3843.60点，收于五日均线之下，涨跌幅1.14%，A股总成交额为30008.90亿元。到目前为止，今日有676只A股价格突破了五日均线，其中乖离率较大的个股有舜宇精工、艾比森、胜宏科技等，乖离率分别为19.86%、14.18%、11.98%；博科测试、埃夫特、英科医疗等个股乖离率较小，刚刚站上五日均线。,"http://finance.eastmoney.com/news/1354,202508283497957098.html",positive (stars 4 and 5),0.884125292301178
证券要闻,2025-08-28 16:04:04,中国工商银行与沙特投资部举行工作会谈,人民财讯,人民财讯8月28日电，8月27日，中国工商银行行长刘珺会见来访的沙特阿拉伯投资大臣哈立德·法利赫，双方分享了对当前宏观经济形势的观点，并就进一步促进中沙经贸投资合作进行交流。,"http://finance.eastmoney.com/news/1353,202508283497954361.html",positive (stars 4 and 5),0.9008745551109314
证券要闻,2025-08-28 15:59:59,财政部：截至7月末 全国地方政府债务余额527627亿元,财联社,【财政部：截至7月末 全国地方政府债务余额527627亿元】截至2025年7月末，全国地方政府债务余额527627亿元。其中，一般债务172483亿元，专项债务355144亿元；政府债券526023亿元，非政府债券形式存量政府债务1604亿元。,"http://finance.eastmoney.com/news/1353,202508283497944795.html",positive (stars 4 and 5),0.7984436750411987
证券要闻,2025-08-28 15:55:28,上市钢企营收普降，净利却悄然逆势增长,界面新闻,国内钢铁行业“反内卷”自律共识成效初显，钢企盈利能力开始修复。据界面新闻不完全统计，截至8月27日，A股已有35家钢铁上市公司披露中期业绩，超六成企业实现归母净利润增长。其中，行业龙头宝钢股份(600019.SH)在营收小幅下滑背景下，归母净利润逆势增长。,"http://finance.eastmoney.com/news/1353,202508283497945237.html",positive (stars 4 and 5),0.9253311157226562
证券要闻,2025-08-28 17:51:38,靠寒武纪爆赚56亿！超级牛散章建平还买了哪些股票？,每日经济新闻,【靠寒武纪爆赚56亿！超级牛散章建平还买了哪些股票？】寒武纪前不久刚刚披露的中报显示，截至6月30日，章建平持有寒武纪608.63万股，较一季度没有变化。,"http://finance.eastmoney.com/news/1354,202508283498071651.html",positive (stars 4 and 5),0.6316161155700684
证券要闻,2025-08-28 15:42:07,今天，中芯国际、寒武纪股价创新高,中国证券报·中证金牛座,今天，A股走势一波三折。上午，在科技股带动下，三大股指集体反弹，创业板指和深证成指走势较强。午后，三大指数集体下跌，沪指最大跌超1%。关键时候，科技股再度发力，三大指数持续拉升，沪指迎来“V型”反转。截至收盘，上证指数上涨1.14%，深证成指上涨2.25%，创业板指上涨3.82%。中芯国际、寒武纪是今天市场关注的两大焦点。中芯国际上涨17.45%，股价创历史新高。,"http://finance.eastmoney.com/news/1353,202508283497937544.html",positive (stars 4 and 5),0.6805564761161804
证券要闻,2025-08-28 15:40:21,科创板收盘播报：科创50指数涨7.11%续创三年新高 半导体个股全线大涨,新华财经,新华财经北京8月28日电（王媛媛）科创50指数8月28日高开高走，盘尾涨幅扩大至7%以上，续创三年新高。至收盘时，科创50指数报1364.60点，涨幅7.23%，指数振幅为7.11%，总成交额约1355亿元。从盘面上看，科创板个股多数上涨，上涨个股390只。高价股多数上涨，低价股则表现分化。,"http://finance.eastmoney.com/news/1353,202508283497937481.html",positive (stars 4 and 5),0.9227428436279297
证券要闻,2025-08-28 15:37:59,A股收盘，科创50指数大涨7.23%，寒武纪、中芯国际双双创历史新高,每日经济新闻,8月28日，市场午后V型反弹，创业板指领涨，科创50指数涨超7%，寒武纪、中芯国际双双创历史新高。A股全天成交额3万亿元，较上个交易日缩量1969亿元。盘面上，市场热点集中在算力和芯片方向，个股涨多跌少，全市场超2800只个股上涨。截至收盘，沪指涨1.14%，深成指涨2.25%，创业板指涨3.82%。从板块来看，CPO等算力硬件股维持强势，天孚通信等多股续创历史新高。,"http://finance.eastmoney.com/news/1353,202508283497935033.html",positive (stars 4 and 5),0.8660404682159424
证券要闻,2025-08-28 15:36:22,收盘丨创业板指涨3.82% 科创50指数涨超7% 芯片概念大涨,第一财经,8月28日，截至收盘，沪指涨1.14%，深成指涨2.25%，创业板指涨3.82%，科创50指数涨7.23%。沪深两市全天成交额2.97万亿。个股涨多跌少，全市场超2800只个股上涨。盘面上看，铜缆高速连接、CPO、卫星导航、芯片、消费电子等板块涨幅居前，种植业与林业、减肥药、白酒、医疗器械、油气开采等板块跌幅居前。,"http://finance.eastmoney.com/news/1353,202508283497935438.html",positive (stars 4 and 5),0.8024090528488159
证券要闻,2025-08-28 15:36:07,赵景亮将任国盛证券总经理,上海证券报,在吸收合并之际，国盛证券即将迎来市场化招聘总经理。8月27日晚，国盛证券官网发布公示称，赵景亮拟作为国盛证券股份有限公司总经理聘任人选。据记者了解，赵景亮为财达证券副总经理，目前仍登记注册在财达证券。国盛证券总经理人选初步确定今年6月，国盛证券启动市场化招聘工作。历时2个多月，国盛证券总经理人选初步落定。,"http://finance.eastmoney.com/news/1354,202508283498019981.html",positive (stars 4 and 5),0.7275301814079285
